Wall time,Step,Value
1681228671.7720551,2048,-270.6333312988281
1681228673.796845,4096,-272.80499267578125
1681228675.841883,6144,-275.3399963378906
1681228678.160058,8192,-265.114990234375
1681228680.270145,10240,-233.6649932861328
1681228682.350711,12288,-179.7449951171875
1681228684.401313,14336,-92.46499633789062
1681228686.4815621,16384,56.189998626708984
1681228688.5149581,18432,136.40499877929688
1681228690.592026,20480,187.1999969482422
1681228692.619049,22528,197.9550018310547
1681228694.667982,24576,216.5749969482422
1681228696.707736,26624,183.91000366210938
1681228698.780731,28672,208.03500366210938
1681228700.8435981,30720,214.55999755859375
1681228702.895083,32768,276.92999267578125
1681228704.985713,34816,253.60000610351562
1681228707.040027,36864,189.57000732421875
1681228709.097134,38912,206.60499572753906
1681228711.157654,40960,213.60000610351562
1681228713.174212,43008,125.4000015258789
1681228715.223281,45056,133.0449981689453
1681228717.260531,47104,124.0250015258789
1681228719.31263,49152,188.44500732421875
1681228721.397334,51200,235.8800048828125
1681228723.517791,53248,245.11000061035156
1681228725.627622,55296,246.33999633789062
1681228727.672111,57344,228.66000366210938
1681228729.699237,59392,188.51499938964844
1681228731.7091358,61440,213.78500366210938
1681228733.7316139,63488,278.29998779296875
1681228735.751807,65536,271.19500732421875
1681228737.776266,67584,318.9949951171875
1681228739.802093,69632,367.010009765625
1681228741.8565629,71680,342.6199951171875
1681228743.883606,73728,356.6099853515625
1681228745.910788,75776,381.06500244140625
1681228748.122282,77824,325.80499267578125
1681228750.276045,79872,294.0249938964844
1681228752.3134239,81920,356.0799865722656
1681228754.378946,83968,378.44500732421875
1681228756.518047,86016,378.0450134277344
1681228758.537656,88064,314.260009765625
1681228760.570393,90112,338.69000244140625
1681228762.602626,92160,433.1549987792969
1681228764.651529,94208,464.4949951171875
1681228766.679811,96256,479.625
1681228768.696681,98304,446.93499755859375
1681228770.708537,100352,455.8450012207031
