Wall time,Step,Value
1681235490.797872,4096,0.0073053836822509766
1681235492.840024,6144,-0.0017458200454711914
1681235494.880492,8192,-0.00024819374084472656
1681235496.9152288,10240,-5.7220458984375e-05
1681235498.958951,12288,0.00010597705841064453
1681235501.003408,14336,8.225440979003906e-06
1681235503.038079,16384,2.181529998779297e-05
1681235505.071278,18432,4.172325134277344e-07
1681235507.112695,20480,5.9604644775390625e-06
1681235509.1525388,22528,1.3828277587890625e-05
1681235511.189086,24576,0.0025690197944641113
1681235513.2229462,26624,-0.0002675056457519531
1681235515.2561028,28672,-0.0007994174957275391
1681235517.296983,30720,0.005763232707977295
1681235519.3353422,32768,-0.002703428268432617
1681235521.397272,34816,0.018065929412841797
1681235523.41918,36864,-0.002321958541870117
1681235525.434226,38912,0.009824991226196289
1681235527.472318,40960,0.02207881212234497
1681235529.51948,43008,0.024508774280548096
1681235531.5581,45056,0.0018547773361206055
1681235533.60444,47104,0.025595784187316895
1681235535.638981,49152,0.01019352674484253
1681235537.691137,51200,0.04310333728790283
1681235539.757586,53248,0.008585631847381592
1681235541.7797918,55296,0.007945358753204346
1681235543.81817,57344,0.008396267890930176
1681235545.839367,59392,0.02074265480041504
1681235547.86551,61440,0.024302423000335693
1681235549.931989,63488,-0.009883403778076172
1681235551.960774,65536,0.0016784071922302246
1681235554.002573,67584,0.0031238794326782227
1681235556.0237498,69632,0.009736597537994385
1681235558.053985,71680,0.0031687021255493164
1681235560.245208,73728,-0.008161306381225586
1681235562.292852,75776,0.00024509429931640625
1681235564.308218,77824,0.013110876083374023
1681235566.316839,79872,0.022010505199432373
1681235568.384685,81920,0.022909700870513916
1681235570.398489,83968,0.09251195192337036
1681235572.435009,86016,0.06711143255233765
1681235574.489269,88064,0.04788005352020264
1681235576.5169961,90112,0.004127204418182373
1681235578.554027,92160,-0.034655213356018066
1681235580.774653,94208,0.002268075942993164
1681235583.04476,96256,-0.006498932838439941
1681235585.242702,98304,0.00318300724029541
1681235587.302125,100352,0.020518600940704346
1681235589.510977,102400,0.0515894889831543
1681235591.6332512,104448,0.0032355785369873047
1681235593.7139971,106496,0.030367791652679443
1681235595.8220968,108544,-0.000561833381652832
1681235597.8388648,110592,0.006179094314575195
1681235599.9654431,112640,0.05068814754486084
1681235602.243128,114688,0.057900190353393555
1681235604.464996,116736,-0.04611849784851074
1681235606.5203872,118784,-0.014258623123168945
1681235608.588713,120832,-0.0005213022232055664
1681235610.612606,122880,0.0008083581924438477
1681235612.6479208,124928,-0.0025196075439453125
1681235614.712265,126976,-1.4424324035644531e-05
1681235616.728204,129024,-5.745887756347656e-05
1681235618.761983,131072,-5.602836608886719e-05
1681235620.831557,133120,-1.0728836059570312e-06
1681235622.861144,135168,0.0008203387260437012
1681235624.890288,137216,0.0022957921028137207
1681235626.925756,139264,0.003962993621826172
1681235628.9999528,141312,0.002399265766143799
1681235631.0537431,143360,0.001222372055053711
1681235633.087839,145408,0.003546416759490967
1681235635.319125,147456,0.0015131831169128418
1681235637.4986959,149504,0.0024667978286743164
1681235639.531337,151552,0.002225041389465332
