Wall time,Step,Value
1681235490.7979121,4096,5055.82275390625
1681235492.840064,6144,3013.423583984375
1681235494.880532,8192,1294.21044921875
1681235496.9152691,10240,314.2245788574219
1681235498.9589918,12288,515.8801879882812
1681235501.0034502,14336,252.54005432128906
1681235503.0381188,16384,95.71380615234375
1681235505.071318,18432,115.44242095947266
1681235507.112736,20480,311.96551513671875
1681235509.152579,22528,98.94142150878906
1681235511.1891258,24576,336.8175048828125
1681235513.222987,26624,1446.8104248046875
1681235515.2561438,28672,149.33099365234375
1681235517.297023,30720,699.4077758789062
1681235519.335383,32768,147.15345764160156
1681235521.397312,34816,156.17662048339844
1681235523.419221,36864,76.68286895751953
1681235525.4342668,38912,408.01898193359375
1681235527.472359,40960,323.3115234375
1681235529.519521,43008,118.02827453613281
1681235531.5581398,45056,327.1200256347656
1681235533.60448,47104,78.4191665649414
1681235535.639022,49152,102.43292999267578
1681235537.691178,51200,30.233945846557617
1681235539.7576268,53248,1308.05712890625
1681235541.7798321,55296,101.3305435180664
1681235543.8182101,57344,172.6927947998047
1681235545.8394072,59392,57.106101989746094
1681235547.86555,61440,1275.366943359375
1681235549.932029,63488,2753.626220703125
1681235551.960823,65536,2275.407470703125
1681235554.002614,67584,894.7437133789062
1681235556.0237901,69632,282.9488525390625
1681235558.054024,71680,2552.29541015625
1681235560.245249,73728,720.2366333007812
1681235562.292892,75776,5011.02685546875
1681235564.308259,77824,6659.443359375
1681235566.316879,79872,5856.5
1681235568.384726,81920,663.0613403320312
1681235570.398529,83968,4534.0107421875
1681235572.435049,86016,2091.493408203125
1681235574.4893088,88064,1932.806884765625
1681235576.517036,90112,2599.434814453125
1681235578.554067,92160,2093.452392578125
1681235580.774694,94208,905.6093139648438
1681235583.0448,96256,1208.5791015625
1681235585.242742,98304,2002.5594482421875
1681235587.302166,100352,6091.6728515625
1681235589.5110168,102400,1492.0450439453125
1681235591.633364,104448,321.5212097167969
1681235593.714037,106496,1085.4677734375
1681235595.822137,108544,2953.617919921875
1681235597.838906,110592,5040.84814453125
1681235599.9654841,112640,5206.70947265625
1681235602.243169,114688,3057.0673828125
1681235604.465037,116736,412.6844177246094
1681235606.520428,118784,109.8261947631836
1681235608.588754,120832,535.2625732421875
1681235610.6126459,122880,1070.251708984375
1681235612.647962,124928,3328.153564453125
1681235614.712304,126976,1105.1536865234375
1681235616.728245,129024,701.6122436523438
1681235618.762023,131072,2509.920654296875
1681235620.831598,133120,4688.2841796875
1681235622.861185,135168,5484.48291015625
1681235624.8903291,137216,6479.0029296875
1681235626.925796,139264,4513.14013671875
1681235628.999993,141312,5667.44970703125
1681235631.053782,143360,2890.097900390625
1681235633.087879,145408,2201.809814453125
1681235635.319166,147456,3416.711181640625
1681235637.4987369,149504,4695.2763671875
1681235639.531378,151552,3120.64013671875
