Wall time,Step,Value
1681228671.771979,2048,26.479999542236328
1681228673.7967832,4096,34.40999984741211
1681228675.8418088,6144,42.630001068115234
1681228678.15999,8192,50.209999084472656
1681228680.27008,10240,62.08000183105469
1681228682.3506439,12288,71.66999816894531
1681228684.401246,14336,83.33999633789062
1681228686.481489,16384,85.91999816894531
1681228688.5148952,18432,77.6500015258789
1681228690.5919611,20480,67.0
1681228692.618986,22528,63.45000076293945
1681228694.667915,24576,60.209999084472656
1681228696.707673,26624,61.58000183105469
1681228698.780659,28672,63.209999084472656
1681228700.843532,30720,62.52000045776367
1681228702.895018,32768,62.81999969482422
1681228704.9856482,34816,58.7599983215332
1681228707.039961,36864,56.65999984741211
1681228709.097067,38912,53.75
1681228711.157472,40960,51.720001220703125
1681228713.174148,43008,51.560001373291016
1681228715.223217,45056,53.66999816894531
1681228717.2604642,47104,54.9900016784668
1681228719.312566,49152,56.470001220703125
1681228721.397269,51200,56.91999816894531
1681228723.517728,53248,55.18000030517578
1681228725.6275551,55296,51.84000015258789
1681228727.672045,57344,49.52000045776367
1681228729.699172,59392,48.72999954223633
1681228731.709069,61440,47.310001373291016
1681228733.73155,63488,47.91999816894531
1681228735.751741,65536,48.0099983215332
1681228737.776204,67584,46.16999816894531
1681228739.80203,69632,44.65999984741211
1681228741.8564951,71680,43.68000030517578
1681228743.883539,73728,42.099998474121094
1681228745.9107242,75776,42.75
1681228748.122218,77824,43.90999984741211
1681228750.275978,79872,44.11000061035156
1681228752.3133628,81920,41.2400016784668
1681228754.3788779,83968,39.66999816894531
1681228756.5179808,86016,39.349998474121094
1681228758.5375922,88064,40.2400016784668
1681228760.570326,90112,40.58000183105469
1681228762.60256,92160,38.16999816894531
1681228764.6514628,94208,37.33000183105469
1681228766.679744,96256,36.43000030517578
1681228768.696613,98304,35.970001220703125
1681228770.708468,100352,36.470001220703125
