Wall time,Step,Value
1681334406.4540958,2048,85.91304016113281
1681334408.700377,4096,94.51162719726562
1681334411.339983,6144,98.38710021972656
1681334413.952418,8192,102.82278442382812
1681334416.471008,10240,103.02020263671875
1681334419.039851,12288,109.04000091552734
1681334421.5590332,14336,110.83000183105469
1681334424.276584,16384,113.5199966430664
1681334426.86159,18432,114.87999725341797
1681334429.553814,20480,115.55999755859375
1681334432.112694,22528,117.2300033569336
1681334434.605572,24576,116.9000015258789
1681334437.0869539,26624,116.97000122070312
1681334439.622166,28672,116.86000061035156
1681334442.129719,30720,116.86000061035156
1681334444.4820669,32768,116.30000305175781
1681334446.906636,34816,114.2699966430664
1681334449.456167,36864,114.70999908447266
1681334452.062339,38912,112.58000183105469
1681334454.633697,40960,110.47000122070312
1681334457.140981,43008,110.7300033569336
1681334459.7271528,45056,111.70999908447266
1681334462.057379,47104,110.77999877929688
1681334464.677637,49152,111.55999755859375
1681334467.244878,51200,112.9000015258789
1681334469.425053,53248,111.26000213623047
1681334471.774977,55296,109.58000183105469
1681334474.152823,57344,110.66000366210938
1681334476.496035,59392,110.38999938964844
1681334478.63045,61440,110.91000366210938
1681334480.889475,63488,112.11000061035156
1681334483.345452,65536,112.4000015258789
1681334486.205246,67584,115.33999633789062
1681334488.721886,69632,111.7699966430664
1681334491.4266372,71680,108.30000305175781
1681334494.209504,73728,104.8499984741211
1681334497.233052,75776,105.69999694824219
1681334499.683709,77824,104.55999755859375
1681334503.0103612,79872,106.44000244140625
1681334505.8372731,81920,110.87000274658203
1681334509.344275,83968,115.7699966430664
1681334512.755102,86016,117.38999938964844
1681334516.605094,88064,118.5
1681334520.058509,90112,117.43000030517578
1681334523.558126,92160,115.76000213623047
1681334527.5837288,94208,110.62000274658203
1681334531.2840672,96256,109.08000183105469
1681334534.63271,98304,107.44000244140625
1681334537.843312,100352,102.19000244140625
1681334540.316,102400,101.05999755859375
1681334542.7299469,104448,102.19000244140625
1681334544.933579,106496,99.33000183105469
1681334547.030539,108544,100.5199966430664
1681334549.1609259,110592,104.43000030517578
1681334551.3185081,112640,105.87999725341797
1681334553.5947578,114688,107.2699966430664
1681334555.764798,116736,106.9800033569336
1681334557.846004,118784,101.7699966430664
1681334560.0338292,120832,98.9800033569336
1681334562.168594,122880,96.20999908447266
1681334564.228655,124928,95.93000030517578
1681334566.287479,126976,99.94999694824219
1681334568.3474839,129024,104.30999755859375
1681334570.461351,131072,106.5
1681334572.615443,133120,109.5
1681334574.7084212,135168,111.9800033569336
1681334576.891659,137216,114.19999694824219
1681334578.9556339,139264,110.66000366210938
1681334581.059566,141312,110.30000305175781
1681334583.1921449,143360,108.22000122070312
1681334585.344356,145408,106.6500015258789
1681334587.420751,147456,106.38999938964844
1681334589.5015821,149504,108.08999633789062
1681334591.5590148,151552,106.80000305175781
