Wall time,Step,Value
1681334408.700573,4096,0.001795053482055664
1681334411.3401809,6144,0.0009749531745910645
1681334413.952616,8192,2.9385089874267578e-05
1681334416.471203,10240,7.957220077514648e-05
1681334419.0400472,12288,0.0005976557731628418
1681334421.559227,14336,1.9669532775878906e-06
1681334424.276783,16384,0.003918945789337158
1681334426.861784,18432,0.008570551872253418
1681334429.554014,20480,0.008143842220306396
1681334432.1128929,22528,0.08673673868179321
1681334434.605769,24576,0.009056329727172852
1681334437.087157,26624,0.01721477508544922
1681334439.622369,28672,-0.002438783645629883
1681334442.129914,30720,0.00042372941970825195
1681334444.4822621,32768,0.06118243932723999
1681334446.906831,34816,-0.006881833076477051
1681334449.456365,36864,-0.0009565353393554688
1681334452.0625348,38912,0.0029889345169067383
1681334454.633894,40960,-0.006200551986694336
1681334457.1411798,43008,0.0014905929565429688
1681334459.72735,45056,0.06253015995025635
1681334462.0575721,47104,-0.0032595396041870117
1681334464.677835,49152,-0.004144787788391113
1681334467.245074,51200,0.02090632915496826
1681334469.42525,53248,-0.0065801143646240234
1681334471.775176,55296,0.01467275619506836
1681334474.1530292,57344,0.004292190074920654
1681334476.4962292,59392,0.014419913291931152
1681334478.630646,61440,0.010967910289764404
1681334480.889674,63488,0.0073220133781433105
1681334483.345651,65536,0.0708724856376648
1681334486.205448,67584,0.013619661331176758
1681334488.7220852,69632,-0.0077430009841918945
1681334491.426836,71680,-0.0005911588668823242
1681334494.209835,73728,0.01967144012451172
1681334497.233249,75776,0.017188191413879395
1681334499.683914,77824,0.022878050804138184
1681334503.010752,79872,0.011449337005615234
1681334505.8374882,81920,0.03489643335342407
1681334509.344474,83968,-0.013277649879455566
1681334512.755306,86016,-0.04164731502532959
1681334516.6052978,88064,0.016929686069488525
1681334520.058719,90112,0.031167805194854736
1681334523.558339,92160,-0.010158777236938477
1681334527.583937,94208,-0.009171605110168457
1681334531.28427,96256,0.01157832145690918
1681334534.6329541,98304,0.033966660499572754
1681334537.843519,100352,0.01214057207107544
1681334540.316201,102400,0.014178156852722168
1681334542.730152,104448,0.04922223091125488
1681334544.933774,106496,0.05099290609359741
1681334547.030729,108544,0.01671832799911499
1681334549.16112,110592,-0.06894469261169434
1681334551.318702,112640,0.00504690408706665
1681334553.59498,114688,0.024671614170074463
1681334555.764989,116736,0.042897820472717285
1681334557.846197,118784,0.0424501895904541
1681334560.034025,120832,0.02815234661102295
1681334562.168789,122880,0.027348101139068604
1681334564.228849,124928,0.058458805084228516
1681334566.287673,126976,0.013610363006591797
1681334568.347681,129024,-0.2706998586654663
1681334570.461544,131072,0.33339381217956543
1681334572.615634,133120,0.004977583885192871
1681334574.7086132,135168,0.01734381914138794
1681334576.8918521,137216,0.061962127685546875
1681334578.9558249,139264,-0.024379372596740723
1681334581.0597608,141312,0.004493653774261475
1681334583.192354,143360,0.053435325622558594
1681334585.3445508,145408,0.01381075382232666
1681334587.420945,147456,-0.04341542720794678
1681334589.501777,149504,0.007411539554595947
1681334591.559205,151552,0.09904545545578003
